'volume', 'seasonal', 'family', 'matrix_criteria_size', 'class_author', 'matrix_fec', 'phylum', 'reproductive_repetition_id', 'class_organized', 'class_number', 'editors', 'matrix_start_season_id', 'study_start', 'journal_name', 'dicot_monoc_id', 'matrix_dimension', 'kingdom', 'population_nautical_miles', 'pub_title', 'matrix_end_season_id', 'genus_accepted', 'date_digitised', 'angio_gymno_id', 'authors', 'matrix_criteria_age', 'continent_id', 'matrix_composition_id', 'study_end', 'species_author', 'DOI_ISBN', 'organism_type_id', 'publication_id', 'survival_issue', 'matrix_f_string', 'within_site_replication', 'tax_order', 'periodicity', 'matrix_u_string', 'studied_sex_id', 'matrix_c_string', 'year', 'matrix_start_month', 'id', 'matrix_start_year', 'species_id', 'species_accepted', 'matrix_a_string', 'captivity_id', 'matrix_end_month', 'matrix_end_year', 'matrix_id', 'matrix_criteria_ontogeny', 'matrix_split', 'treatment_id', 'number_populations', 'population_name', 'pages', 'seed_stage_error', 'publisher', 'species_common', 'tax_class', 'study_duration', 'spand_ex_growth_type_id', 'ecoregion_id', 'genus'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.964, '[0 0 0 0 0.196;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.746 0 0 0 0;0.201 0.772 0 0 0;0 0.149 0.845 0 0;0 0 0.073 0.942 0;0 0 0 0.022 0.964]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '11', '1988', '1', 'Abies concolor', '[0.746 0 0 0 0.196;0.201 0.772 0 0 0;0 0.149 0.845 0 0;0 0 0.073 0.942 0;0 0 0 0.022 0.964]', '1', 'None', '1994', '11', 'False', True, 'Unmanipulated', '5', 'SEGI Conifer', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.976, '[0 0 0 0 1.279;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.774 0 0 0 0;0.086 0.837 0 0 0;0 0.072 0.84 0 0;0 0 0.111 0.903 0;0 0 0 0.073 0.884]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '12', '1991', '1', 'Abies concolor', '[0.774 0 0 0 1.279;0.086 0.837 0 0 0;0 0.072 0.84 0 0;0 0 0.111 0.903 0;0 0 0 0.073 0.884]', '1', 'None', '1997', '12', 'False', True, 'Unmanipulated', '5', 'Crystal Road', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.985, '[0 0 0 0 4.081;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.855 0 0 0 0;0.082 0.828 0 0 0;0 0.123 0.866 0 0;0 0 0.107 0.913 0;0 0 0 0.072 0.973]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '13', '1991', '1', 'Abies concolor', '[0.855 0 0 0 4.081;0.082 0.828 0 0 0;0 0.123 0.866 0 0;0 0 0.107 0.913 0;0 0 0 0.072 0.973]', '1', 'None', '1994', '13', 'False', True, 'Unmanipulated', '5', 'Hodgedon Meadows', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Mean', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.988, '[0 0 0 0 1.3415;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.773 0 0 0 0;0.064 0.8655 0 0 0;0 0.053 0.8565 0 0;0 0 0.108 0.9115 0;0 0 0 0.0765 0.9205]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '14', '1991', '1', 'Abies concolor', '[0.773 0 0 0 1.3415;0.064 0.8655 0 0 0;0 0.053 0.8565 0 0;0 0 0.108 0.9115 0;0 0 0 0.0765 0.9205]', '1', 'None', '2002', '14', 'False', True, 'Unmanipulated', '5', 'Crystal Road', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.942, '[0 0 0 0 0.305;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.726 0 0 0 0;0.215 0.723 0 0 0;0 0.204 0.871 0 0;0 0 0.054 0.86 0;0 0 0 0 0.942]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '15', '1992', '1', 'Abies concolor', '[0.726 0 0 0 0.305;0.215 0.723 0 0 0;0 0.204 0.871 0 0;0 0 0.054 0.86 0;0 0 0 0 0.942]', '1', 'None', '1997', '15', 'False', True, 'Unmanipulated', '5', 'Log Creek', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.964, '[0 0 0 0 0.384;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.75 0 0 0 0;0.182 0.776 0 0 0;0 0.188 0.864 0 0;0 0 0.089 0.909 0;0 0 0 0.052 0.952]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '16', '1994', '1', 'Abies concolor', '[0.75 0 0 0 0.384;0.182 0.776 0 0 0;0 0.188 0.864 0 0;0 0 0.089 0.909 0;0 0 0 0.052 0.952]', '1', 'None', '1999', '16', 'False', True, 'Unmanipulated', '5', 'SEGI Conifer', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, 'None', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', 'None', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2003', 'Abies_concolor', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 1.0, '[0 0 0 0 1.404;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', 'Pinales', 0.2, '[0.772 0 0 0 0;0.042 0.894 0 0 0;0 0.034 0.873 0 0;0 0 0.105 0.92 0;0 0 0 0.08 0.957]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, 'None', '17', '1997', '1', 'Abies concolor', '[0.772 0 0 0 1.404;0.042 0.894 0 0 0;0 0.034 0.873 0 0;0 0 0.105 0.92 0;0 0 0 0.08 0.957]', '1', 'None', '2002', '17', 'False', True, 'Unmanipulated', '5', 'Crystal Road', 'None', False, 'None', 'None', 'Pinopsida', '22', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|active|', False, 'Pinophyta', None, '|active|active|active|active|active|active|', '|1|2|3|4|5|6|', None, '4', '1982', 'J Veg Sci', 'None', '6', 'Plantae', None, 'None', 'None', None, '2012-12-07 00:00:00', '2', 'Nakashizuka', 'False', '2', 'Mean', '1986', 'Abies_homolepis', '10.1658/1100-9233(2007)18[379:VIJSAR]2.0.CO;2', '11', '2', 1.0, '[0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0]', '5 m x 5 m quadrats', 'Pinales', 0.2, '[0.57 0 0 0 0 0;0.2 0.81 0 0 0 0;0 0.05 0.93 0 0 0;0 0 0.02 0.98 0 0;0 0 0 0.02 0.77 0;0 0 0 0 0.19 0.87]', '5', '[0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0]', 1991, '7', '18', '1982', '2', 'Abies homolepis', '[0.57 0 0 0 0 0;0.2 0.81 0 0 0 0;0 0.05 0.93 0 0 0;0 0 0.02 0.98 0 0;0 0 0 0.02 0.77 0;0 0 0 0 0.19 0.87]', '1', 'None', '1986', '18', 'False', True, 'Unmanipulated', '1', 'Biligiri Rangaswamy Temple Wildlife Sanctuary', 'None', False, 'None', 'None', 'Pinopsida', '5', 'None', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.988825, '[0 0 0 0 0.307672721099983;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.827986910798591 0 0 0 0;0.0630504833512352 0.88490099009901 0 0 0;0 0.0717821782178218 0.908794085495656 0 0;0 0 0.0539094413439963 0.869318181818182 0;0 0 0 0.0852272727272727 0.988824760934759]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '19', '1982', '3', 'Abies magnifica', '[0.827986910798591 0 0 0 0.307672721099983;0.0630504833512352 0.88490099009901 0 0 0;0 0.0717821782178218 0.908794085495656 0 0;0 0 0.0539094413439963 0.869318181818182 0;0 0 0 0.0852272727272727 0.988824760934759]', '1', '9', '1988', '19', 'False', True, 'Unmanipulated', '4', 'Tuolumne River Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 1.0, '[0 0 0 0 0.662;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.714 0 0 0 0;0.253 0.771 0 0 0;0 0.157 0.885 0 0;0 0 0.077 0.865 0;0 0 0 0.135 0.921]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '20', '1982', '3', 'Abies magnifica', '[0.714 0 0 0 0.662;0.253 0.771 0 0 0;0 0.157 0.885 0 0;0 0 0.077 0.865 0;0 0 0 0.135 0.921]', '1', '9', '1988', '20', 'False', True, 'Unmanipulated', '4', 'SEGI Conifer', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Mean', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.937667, '[0 0 0 0 0.827333333333333;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.698 0 0 0 0;0.232666666666667 0.759333333333333 0 0 0;0 0.178333333333333 0.861 0 0;0 0 0.0726666666666667 0.847333333333333 0;0 0 0 0.0853333333333333 0.923666666666667]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '21', '1982', '3', 'Abies magnifica', '[0.698 0 0 0 0.827333333333333;0.232666666666667 0.759333333333333 0 0 0;0 0.178333333333333 0.861 0 0;0 0 0.0726666666666667 0.847333333333333 0;0 0 0 0.0853333333333333 0.923666666666667]', '1', '9', '1999', '21', 'False', True, 'Unmanipulated', '4', 'SEGI Conifer', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Mean', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.945679, '[0 0 0 0 0.424790309387348;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.768471370614108 0 0 0 0;0.124537255727875 0.800664706214211 0 0 0;0 0.114798820907732 0.833160785524858 0 0;0 0 0.0978531464995211 0.875582501847746 0;0 0 0 0.0592343865484109 0.945679033188376]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '22', '1982', '3', 'Abies magnifica', '[0.768471370614108 0 0 0 0.424790309387348;0.124537255727875 0.800664706214211 0 0 0;0 0.114798820907732 0.833160785524858 0 0;0 0 0.0978531464995211 0.875582501847746 0;0 0 0 0.0592343865484109 0.945679033188376]', '1', '9', '2002', '22', 'False', True, 'Unmanipulated', '4', 'SEGI Conifer; Log Creek; Tuolumne River; Panther Gap', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.935, '[0 0 0 0 0.323;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.667 0 0 0 0;0 0.643 0 0 0;0 0 0.667 0 0;0 0 0.067 0.76 0;0 0 0 0.04 0.935]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '23', '1987', '3', 'Abies magnifica', '[0.667 0 0 0 0.323;0 0.643 0 0 0;0 0 0.667 0 0;0 0 0.067 0.76 0;0 0 0 0.04 0.935]', '1', '9', '1992', '23', 'False', True, 'Unmanipulated', '4', 'Log Creek Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.977778, '[0 0 0 0 0.0558659217877095;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.793548387096774 0 0 0 0;0.0967741935483871 0.859259259259259 0 0 0;0 0.118518518518519 0.89937106918239 0 0;0 0 0.050314465408805 0.878787878787879 0;0 0 0 0.053030303030303 0.960893854748603]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '24', '1987', '3', 'Abies magnifica', '[0.793548387096774 0 0 0 0.0558659217877095;0.0967741935483871 0.859259259259259 0 0 0;0 0.118518518518519 0.89937106918239 0 0;0 0 0.050314465408805 0.878787878787879 0;0 0 0 0.053030303030303 0.960893854748603]', '1', '9', '1992', '24', 'False', True, 'Unmanipulated', '4', 'Panther Gap Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Mean', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.920333, '[0 0 0 0 0.489;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.759333333333333 0 0 0 0;0.113 0.740333333333333 0 0 0;0 0.103666666666667 0.660333333333333 0 0;0 0 0.217666666666667 0.891 0;0 0 0 0.0276666666666667 0.920333333333333]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '25', '1987', '3', 'Abies magnifica', '[0.759333333333333 0 0 0 0.489;0.113 0.740333333333333 0 0 0;0 0.103666666666667 0.660333333333333 0 0;0 0 0.217666666666667 0.891 0;0 0 0 0.0276666666666667 0.920333333333333]', '1', '9', '2002', '25', 'False', True, 'Unmanipulated', '4', 'Log Creek Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Mean', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.949891, '[0 0 0 0 0.075155183116077;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.788565238324507 0 0 0 0;0.0894318728935965 0.818091168091168 0 0 0;0 0.105413105413105 0.90251572327044 0 0;0 0 0.0471698113207547 0.894678492239468 0;0 0 0 0.038710273466371 0.949891371818746]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '26', '1987', '3', 'Abies magnifica', '[0.788565238324507 0 0 0 0.075155183116077;0.0894318728935965 0.818091168091168 0 0 0;0 0.105413105413105 0.90251572327044 0 0;0 0 0.0471698113207547 0.894678492239468 0;0 0 0 0.038710273466371 0.949891371818746]', '1', '9', '2002', '26', 'False', True, 'Unmanipulated', '4', 'Panther Gap Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.956, '[0 0 0 0 0.438;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.725 0 0 0 0;0.231 0.718 0 0 0;0 0.167 0.895 0 0;0 0 0.035 0.806 0;0 0 0 0.056 0.85]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '27', '1988', '3', 'Abies magnifica', '[0.725 0 0 0 0.438;0.231 0.718 0 0 0;0 0.167 0.895 0 0;0 0 0.035 0.806 0;0 0 0 0.056 0.85]', '1', '9', '1994', '27', 'False', True, 'Unmanipulated', '4', 'SEGI Conifer', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
'None', False, 'Pinaceae', 'DBH', '|active|active|active|active|active|', True, 'Pinophyta', None, '|active|active|active|active|active|', '|1|2|3|4|5|', None, '1', '1982', 'J Ecol', 'None', '5', 'Plantae', None, 'None', '3', None, '2013-01-23 00:00:00', '2', 'van Mantgem  Stephenson', 'False', '4', 'Individual', '2002', 'Abies_magnifica', '0.1111/j.1365-2745.2005.01007.x', '11', '1', 0.992248, '[0 0 0 0 0.162790697674419;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', 'Pinales', 0.2, '[0.864137086903305 0 0 0 0;0.0526315789473684 0.910891089108911 0 0 0;0 0.0618811881188119 0.906593406593407 0 0;0 0 0.0659340659340659 0.886363636363636 0;0 0 0 0.102272727272727 0.992248062015504]', '5', '[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', 2005, '5', '28', '1988', '3', 'Abies magnifica', '[0.864137086903305 0 0 0 0.162790697674419;0.0526315789473684 0.910891089108911 0 0 0;0 0.0618811881188119 0.906593406593407 0 0;0 0 0.0659340659340659 0.886363636363636 0;0 0 0 0.102272727272727 0.992248062015504]', '1', '9', '1994', '28', 'False', True, 'Unmanipulated', '4', 'Tuolumne River Population', 'None', False, 'None', 'None', 'Pinopsida', '21', 'Tree', '5', 'Abies'
